File_Name,Total_CO2,Scope_1,Scope_2,Scope_3,Scope_3_Business_Travel,Scope_3_Waste,Scope_3_Employee_Commute,Total_Energy,Energy_Electricity,Energy_Fuel,Energy_Renewable,Energy_Nuclear,Energy_Biogas,Total_Employees,Employees_Male,Employees_Female,TIR_Value,Water_Consumption,Waste_Generated,Training_Hours
AR_29995_LENSKART_2025_2026_A_61306341_24072026231635.pdf,Not Found,34,8,25,Not Found,Not Found,Not Found,202,7,0,2 emissions reduced despite continued store expansion,Not Found,Not Found,"18,784",196,196,Not Found,"33,676.03 Water consumption intensity per rupee of KL",202,Not Found
